Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Yorkshire and The Humber,E12000003,Region,09/04/2020,299,4859
North East,E12000001,Region,09/04/2020,308,3752
South East,E12000008,Region,09/04/2020,510,9047
Barking and Dagenham,E09000002,Upper tier local authority,09/04/2020,15,312
Barnet,E09000003,Upper tier local authority,09/04/2020,34,935
Barnsley,E08000016,Upper tier local authority,09/04/2020,19,310
Bath and North East Somerset,E06000022,Upper tier local authority,09/04/2020,11,108
Bedford,E06000055,Upper tier local authority,09/04/2020,21,214
Bexley,E09000004,Upper tier local authority,09/04/2020,16,405
Birmingham,E08000025,Upper tier local authority,09/04/2020,61,1806
Blackburn with Darwen,E06000008,Upper tier local authority,09/04/2020,16,143
Blackpool,E06000009,Upper tier local authority,09/04/2020,11,131
Bolton,E08000001,Upper tier local authority,09/04/2020,38,349
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,09/04/2020,17,203
Bracknell Forest,E06000036,Upper tier local authority,09/04/2020,3,107
Bradford,E08000032,Upper tier local authority,09/04/2020,28,397
Brent,E09000005,Upper tier local authority,09/04/2020,28,979
Brighton and Hove,E06000043,Upper tier local authority,09/04/2020,6,211
"Bristol, City of",E06000023,Upper tier local authority,09/04/2020,17,306
Bromley,E09000006,Upper tier local authority,09/04/2020,30,734
Buckinghamshire,E10000002,Upper tier local authority,09/04/2020,22,472
Bury,E08000002,Upper tier local authority,09/04/2020,10,218
Calderdale,E08000033,Upper tier local authority,09/04/2020,6,128
Cambridgeshire,E10000003,Upper tier local authority,09/04/2020,21,388
Camden,E09000007,Upper tier local authority,09/04/2020,17,420
Central Bedfordshire,E06000056,Upper tier local authority,09/04/2020,17,271
Cheshire East,E06000049,Upper tier local authority,09/04/2020,37,377
Cheshire West and Chester,E06000050,Upper tier local authority,09/04/2020,28,399
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,09/04/2020,18,272
County Durham,E06000047,Upper tier local authority,09/04/2020,57,590
Coventry,E08000026,Upper tier local authority,09/04/2020,25,387
Croydon,E09000008,Upper tier local authority,09/04/2020,43,964
Cumbria,E10000006,Upper tier local authority,09/04/2020,69,1199
Darlington,E06000005,Upper tier local authority,09/04/2020,14,121
Derby,E06000015,Upper tier local authority,09/04/2020,11,339
Derbyshire,E10000007,Upper tier local authority,09/04/2020,36,710
Devon,E10000008,Upper tier local authority,09/04/2020,21,343
Doncaster,E08000017,Upper tier local authority,09/04/2020,25,226
Dorset,E06000059,Upper tier local authority,09/04/2020,17,190
Dudley,E08000027,Upper tier local authority,09/04/2020,13,416
Ealing,E09000009,Upper tier local authority,09/04/2020,30,698
East Riding of Yorkshire,E06000011,Upper tier local authority,09/04/2020,9,197
East Sussex,E10000011,Upper tier local authority,09/04/2020,27,319
Enfield,E09000010,Upper tier local authority,09/04/2020,30,521
Essex,E10000012,Upper tier local authority,09/04/2020,63,1482
Gateshead,E08000037,Upper tier local authority,09/04/2020,36,394
Gloucestershire,E10000013,Upper tier local authority,09/04/2020,41,599
Greenwich,E09000011,Upper tier local authority,09/04/2020,18,454
Hackney,E09000012,Upper tier local authority,09/04/2020,16,475
Halton,E06000006,Upper tier local authority,09/04/2020,15,189
Hammersmith and Fulham,E09000013,Upper tier local authority,09/04/2020,10,369
Hampshire,E10000014,Upper tier local authority,09/04/2020,73,1549
Haringey,E09000014,Upper tier local authority,09/04/2020,20,411
Harrow,E09000015,Upper tier local authority,09/04/2020,31,634
Hartlepool,E06000001,Upper tier local authority,09/04/2020,6,71
Havering,E09000016,Upper tier local authority,09/04/2020,25,422
"Herefordshire, County of",E06000019,Upper tier local authority,09/04/2020,5,96
Hertfordshire,E10000015,Upper tier local authority,09/04/2020,78,1411
Hillingdon,E09000017,Upper tier local authority,09/04/2020,32,489
Hounslow,E09000018,Upper tier local authority,09/04/2020,24,468
Isle of Wight,E06000046,Upper tier local authority,09/04/2020,2,46
Islington,E09000019,Upper tier local authority,09/04/2020,11,323
Kensington and Chelsea,E09000020,Upper tier local authority,09/04/2020,18,361
Kent,E10000016,Upper tier local authority,09/04/2020,117,1544
