"","Area.name","Area.code","Area.type","Specimen.date","Daily.lab.confirmed.cases","Cumulative.lab.confirmed.cases"
"3597","Barnsley","E08000016","Upper tier local authority","2020-03-30",15,146
"3598","Barnet","E09000003","Upper tier local authority","2020-03-30",42,505
"3599","Barking and Dagenham","E09000002","Upper tier local authority","2020-03-30",11,146
"3600","Yorkshire and The Humber","E12000003","Region","2020-03-30",285,2006
"3601","West Midlands","E12000005","Region","2020-03-30",430,3435
"3602","South West","E12000009","Region","2020-03-30",163,1246
"3603","South East","E12000008","Region","2020-03-30",474,3808
"3604","North West","E12000002","Region","2020-03-30",506,3380
"3605","North East","E12000001","Region","2020-03-30",175,966
"3606","London","E12000007","Region","2020-03-30",844,9186
"3607","East of England","E12000006","Region","2020-03-30",300,2294
"3608","East Midlands","E12000004","Region","2020-03-30",207,1719
"3609","England","E92000001","Nation","2020-03-30",3482,28919
"3610","Worcestershire","E10000034","Upper tier local authority","2020-03-29",28,239
"3611","Wolverhampton","E08000031","Upper tier local authority","2020-03-29",12,216
"3612","Wokingham","E06000041","Upper tier local authority","2020-03-29",13,63
"3613","Wirral","E08000015","Upper tier local authority","2020-03-29",22,105
"3614","Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-29",2,74
"3615","Wiltshire","E06000054","Upper tier local authority","2020-03-29",3,95
"3616","Wigan","E08000010","Upper tier local authority","2020-03-29",14,80
"3617","Westminster","E09000033","Upper tier local authority","2020-03-29",17,287
"3618","West Sussex","E10000032","Upper tier local authority","2020-03-29",16,204
"3619","West Berkshire","E06000037","Upper tier local authority","2020-03-29",3,58
"3620","Warwickshire","E10000031","Upper tier local authority","2020-03-29",26,247
"3621","Warrington","E06000007","Upper tier local authority","2020-03-29",10,50
"3622","Wandsworth","E09000032","Upper tier local authority","2020-03-29",23,389
"3623","Waltham Forest","E09000031","Upper tier local authority","2020-03-29",24,232
"3624","Walsall","E08000030","Upper tier local authority","2020-03-29",21,216
"3625","Wakefield","E08000036","Upper tier local authority","2020-03-29",11,89
"3626","Trafford","E08000009","Upper tier local authority","2020-03-29",8,114
"3627","Tower Hamlets","E09000030","Upper tier local authority","2020-03-29",20,221
"3628","Torbay","E06000027","Upper tier local authority","2020-03-29",1,37
"3629","Thurrock","E06000034","Upper tier local authority","2020-03-29",7,73
"3630","Telford and Wrekin","E06000020","Upper tier local authority","2020-03-29",10,55
"3631","Tameside","E08000008","Upper tier local authority","2020-03-29",13,88
"3632","Swindon","E06000030","Upper tier local authority","2020-03-29",5,36
"3633","Sutton","E09000029","Upper tier local authority","2020-03-29",11,169
"3634","Surrey","E10000030","Upper tier local authority","2020-03-29",49,595
"3635","Sunderland","E08000024","Upper tier local authority","2020-03-29",11,88
"3636","Suffolk","E10000029","Upper tier local authority","2020-03-29",20,141
"3637","Stoke-on-Trent","E06000021","Upper tier local authority","2020-03-29",17,54
"3638","Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-29",5,48
"3639","Stockport","E08000007","Upper tier local authority","2020-03-29",12,119
"3640","Staffordshire","E10000028","Upper tier local authority","2020-03-29",45,337
"3641","St. Helens","E08000013","Upper tier local authority","2020-03-29",20,96
"3642","Southwark","E09000028","Upper tier local authority","2020-03-29",34,459
"3643","Southend-on-Sea","E06000033","Upper tier local authority","2020-03-29",11,59
"3644","Southampton","E06000045","Upper tier local authority","2020-03-29",9,88
"3645","South Tyneside","E08000023","Upper tier local authority","2020-03-29",5,34
"3646","South Gloucestershire","E06000025","Upper tier local authority","2020-03-29",9,76
"3647","Somerset","E10000027","Upper tier local authority","2020-03-29",4,61
"3648","Solihull","E08000029","Upper tier local authority","2020-03-29",13,137
"3649","Slough","E06000039","Upper tier local authority","2020-03-29",6,113
"3650","Shropshire","E06000051","Upper tier local authority","2020-03-29",13,108
"3651","Sheffield","E08000019","Upper tier local authority","2020-03-29",62,581
"3652","Sefton","E08000014","Upper tier local authority","2020-03-29",12,104
"3653","Sandwell","E08000028","Upper tier local authority","2020-03-29",29,209
"3654","Salford","E08000006","Upper tier local authority","2020-03-29",14,141
"3655","Rutland","E06000017","Upper tier local authority","2020-03-29",1,4
"3656","Rotherham","E08000018","Upper tier local authority","2020-03-29",27,128
"3657","Rochdale","E08000005","Upper tier local authority","2020-03-29",8,97
"3658","Richmond upon Thames","E09000027","Upper tier local authority","2020-03-29",15,148
"3659","Redcar and Cleveland","E06000003","Upper tier local authority","2020-03-29",7,48
"3660","Redbridge","E09000026","Upper tier local authority","2020-03-29",19,191
"3661","Reading","E06000038","Upper tier local authority","2020-03-29",11,67
"3662","Portsmouth","E06000044","Upper tier local authority","2020-03-29",2,80
"3663","Plymouth","E06000026","Upper tier local authority","2020-03-29",5,49
"3664","Peterborough","E06000031","Upper tier local authority","2020-03-29",3,40
"3665","Oxfordshire","E10000025","Upper tier local authority","2020-03-29",21,240
"3666","Oldham","E08000004","Upper tier local authority","2020-03-29",10,119
"3667","Nottinghamshire","E10000024","Upper tier local authority","2020-03-29",31,259
"3668","Nottingham","E06000018","Upper tier local authority","2020-03-29",7,107
"3669","Northumberland","E06000057","Upper tier local authority","2020-03-29",6,71
"3670","Northamptonshire","E10000021","Upper tier local authority","2020-03-29",23,211
"3671","North Yorkshire","E10000023","Upper tier local authority","2020-03-29",14,134
"3672","North Tyneside","E08000022","Upper tier local authority","2020-03-29",7,72
"3673","North Somerset","E06000024","Upper tier local authority","2020-03-29",4,43
"3674","North Lincolnshire","E06000013","Upper tier local authority","2020-03-29",6,23
"3675","North East Lincolnshire","E06000012","Upper tier local authority","2020-03-29",3,25
"3676","Norfolk","E10000020","Upper tier local authority","2020-03-29",21,177
"3677","Newham","E09000025","Upper tier local authority","2020-03-29",21,289
"3678","Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-29",30,187
"3679","Milton Keynes","E06000042","Upper tier local authority","2020-03-29",10,118
"3680","Middlesbrough","E06000002","Upper tier local authority","2020-03-29",14,55
"3681","Merton","E09000024","Upper tier local authority","2020-03-29",13,224
"3682","Medway","E06000035","Upper tier local authority","2020-03-29",9,109
"3683","Manchester","E08000003","Upper tier local authority","2020-03-29",23,171
"3684","Luton","E06000032","Upper tier local authority","2020-03-29",10,109
"3685","Liverpool","E08000012","Upper tier local authority","2020-03-29",36,263
"3686","Lincolnshire","E10000019","Upper tier local authority","2020-03-29",15,143
"3687","Lewisham","E09000023","Upper tier local authority","2020-03-29",25,293
"3688","Leicestershire","E10000018","Upper tier local authority","2020-03-29",4,194
"3689","Leicester","E06000016","Upper tier local authority","2020-03-29",1,102
"3690","Leeds","E08000035","Upper tier local authority","2020-03-29",21,186
"3691","Lancashire","E10000017","Upper tier local authority","2020-03-29",36,383
"3692","Lambeth","E09000022","Upper tier local authority","2020-03-29",27,456
"3693","Knowsley","E08000011","Upper tier local authority","2020-03-29",12,62
"3694","Kirklees","E08000034","Upper tier local authority","2020-03-29",15,89
"3695","Kingston upon Thames","E09000021","Upper tier local authority","2020-03-29",13,120
"3696","Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-03-29",3,16
"3697","Kent","E10000016","Upper tier local authority","2020-03-29",59,481
"3698","Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-29",9,187
"3699","Islington","E09000019","Upper tier local authority","2020-03-29",11,176
"3700","Hounslow","E09000018","Upper tier local authority","2020-03-29",15,210
"3701","Hillingdon","E09000017","Upper tier local authority","2020-03-29",18,224
"3702","Hertfordshire","E10000015","Upper tier local authority","2020-03-29",63,542
"3703","Herefordshire, County of","E06000019","Upper tier local authority","2020-03-29",4,35
"3704","Havering","E09000016","Upper tier local authority","2020-03-29",9,134
"3705","Hartlepool","E06000001","Upper tier local authority","2020-03-29",1,12
"3706","Harrow","E09000015","Upper tier local authority","2020-03-29",22,338
"3707","Haringey","E09000014","Upper tier local authority","2020-03-29",16,199
"3708","Hampshire","E10000014","Upper tier local authority","2020-03-29",49,615
"3709","Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-29",7,183
"3710","Halton","E06000006","Upper tier local authority","2020-03-29",2,36
"3711","Hackney","E09000012","Upper tier local authority","2020-03-29",14,204
"3712","Greenwich","E09000011","Upper tier local authority","2020-03-29",12,208
"3713","Gloucestershire","E10000013","Upper tier local authority","2020-03-29",17,177
"3714","Gateshead","E08000037","Upper tier local authority","2020-03-29",8,53
"3715","Essex","E10000012","Upper tier local authority","2020-03-29",54,535
"3716","Enfield","E09000010","Upper tier local authority","2020-03-29",9,237
"3717","East Sussex","E10000011","Upper tier local authority","2020-03-29",12,103
"3718","East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-29",10,50
"3719","Ealing","E09000009","Upper tier local authority","2020-03-29",25,354
"3720","Dudley","E08000027","Upper tier local authority","2020-03-29",24,188
"3721","Dorset","E06000059","Upper tier local authority","2020-03-29",7,65
"3722","Doncaster","E08000017","Upper tier local authority","2020-03-29",16,93
"3723","Devon","E10000008","Upper tier local authority","2020-03-29",10,128
"3724","Derbyshire","E10000007","Upper tier local authority","2020-03-29",27,328
"3725","Derby","E06000015","Upper tier local authority","2020-03-29",20,164
"3726","Darlington","E06000005","Upper tier local authority","2020-03-29",1,17
"3727","Cumbria","E10000006","Upper tier local authority","2020-03-29",49,457
"3728","Croydon","E09000008","Upper tier local authority","2020-03-29",26,412
"3729","Coventry","E08000026","Upper tier local authority","2020-03-29",17,155
"3730","County Durham","E06000047","Upper tier local authority","2020-03-29",12,106
"3731","Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-29",11,95
"3732","City of London","E09000001","Upper tier local authority","2020-03-29",1,8
"3733","Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-29",23,94
"3734","Cheshire East","E06000049","Upper tier local authority","2020-03-29",13,98
"3735","Central Bedfordshire","E06000056","Upper tier local authority","2020-03-29",5,92
"3736","Camden","E09000007","Upper tier local authority","2020-03-29",6,210
"3737","Cambridgeshire","E10000003","Upper tier local authority","2020-03-29",12,156
"3738","Calderdale","E08000033","Upper tier local authority","2020-03-29",9,40
"3739","Bury","E08000002","Upper tier local authority","2020-03-29",7,78
"3740","Buckinghamshire","E10000002","Upper tier local authority","2020-03-29",11,195
"3741","Bromley","E09000006","Upper tier local authority","2020-03-29",22,329
"3742","Bristol, City of","E06000023","Upper tier local authority","2020-03-29",12,116
"3743","Brighton and Hove","E06000043","Upper tier local authority","2020-03-29",9,82
"3744","Brent","E09000005","Upper tier local authority","2020-03-29",53,487
"3745","Bradford","E08000032","Upper tier local authority","2020-03-29",20,106
"3746","Bracknell Forest","E06000036","Upper tier local authority","2020-03-29",4,34
"3747","Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-29",6,58
"3748","Bolton","E08000001","Upper tier local authority","2020-03-29",3,63
"3749","Blackpool","E06000009","Upper tier local authority","2020-03-29",4,26
"3750","Blackburn with Darwen","E06000008","Upper tier local authority","2020-03-29",8,30
"3751","Birmingham","E08000025","Upper tier local authority","2020-03-29",105,809
"3752","Bexley","E09000004","Upper tier local authority","2020-03-29",14,166
"3753","Bedford","E06000055","Upper tier local authority","2020-03-29",3,70
"3754","Bath and North East Somerset","E06000022","Upper tier local authority","2020-03-29",6,47
"3755","Barnsley","E08000016","Upper tier local authority","2020-03-29",13,131
"3756","Barnet","E09000003","Upper tier local authority","2020-03-29",30,463
"3757","Barking and Dagenham","E09000002","Upper tier local authority","2020-03-29",11,135
"3758","Yorkshire and The Humber","E12000003","Region","2020-03-29",230,1721
"3759","West Midlands","E12000005","Region","2020-03-29",364,3005
"3760","South West","E12000009","Region","2020-03-29",100,1083
